data_rate,rep,service_type,slo_set,p_fitness,dist,cores,data_quality,model_size
0.05,1,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
0.05,1,elastic-workbench-cv-analyzer,DEFAULT,0.4589398566842329,"(np.float64(9.685976529261662), np.float64(5.280220395578511))",1.0000000020832944,175.84139009417925,1.4072264972010415
0.05,1,elastic-workbench-pc-visualizer,DEFAULT,0.7387494465617462,"(np.float64(190.33583782784967), np.float64(21.652137722492654))",1.0,43.855313016347765,-1.0
0.05,2,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
0.05,2,elastic-workbench-cv-analyzer,DEFAULT,0.4589398566842329,"(np.float64(9.685976529261662), np.float64(5.280220395578511))",1.0000000020832944,175.84139009417925,1.4072264972010415
0.05,2,elastic-workbench-pc-visualizer,DEFAULT,0.7387494465617462,"(np.float64(190.33583782784967), np.float64(21.652137722492654))",1.0,43.855313016347765,-1.0
0.05,3,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
0.05,3,elastic-workbench-cv-analyzer,DEFAULT,0.4589398566842329,"(np.float64(9.685976529261662), np.float64(5.280220395578511))",1.0000000020832944,175.84139009417925,1.4072264972010415
0.05,3,elastic-workbench-pc-visualizer,DEFAULT,0.7387494465617462,"(np.float64(190.33583782784967), np.float64(21.652137722492654))",1.0,43.855313016347765,-1.0
0.05,4,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
0.05,4,elastic-workbench-cv-analyzer,DEFAULT,0.4589398566842329,"(np.float64(9.685976529261662), np.float64(5.280220395578511))",1.0000000020832944,175.84139009417925,1.4072264972010415
0.05,4,elastic-workbench-pc-visualizer,DEFAULT,0.7387494465617462,"(np.float64(190.33583782784967), np.float64(21.652137722492654))",1.0,43.855313016347765,-1.0
0.05,5,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
0.05,5,elastic-workbench-cv-analyzer,DEFAULT,0.4589398566842329,"(np.float64(9.685976529261662), np.float64(5.280220395578511))",1.0000000020832944,175.84139009417925,1.4072264972010415
0.05,5,elastic-workbench-pc-visualizer,DEFAULT,0.7387494465617462,"(np.float64(190.33583782784967), np.float64(21.652137722492654))",1.0,43.855313016347765,-1.0
0.05,6,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
0.05,6,elastic-workbench-cv-analyzer,DEFAULT,0.4589398566842329,"(np.float64(9.685976529261662), np.float64(5.280220395578511))",1.0000000020832944,175.84139009417925,1.4072264972010415
0.05,6,elastic-workbench-pc-visualizer,DEFAULT,0.7387494465617462,"(np.float64(190.33583782784967), np.float64(21.652137722492654))",1.0,43.855313016347765,-1.0
0.05,7,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
0.05,7,elastic-workbench-cv-analyzer,DEFAULT,0.4589398566842329,"(np.float64(9.685976529261662), np.float64(5.280220395578511))",1.0000000020832944,175.84139009417925,1.4072264972010415
0.05,7,elastic-workbench-pc-visualizer,DEFAULT,0.7387494465617462,"(np.float64(190.33583782784967), np.float64(21.652137722492654))",1.0,43.855313016347765,-1.0
0.05,8,elastic-workbench-qr-detector,DEFAULT,0.4061493076282576,"(np.float64(331.7748475721637), np.float64(201.07760382202056))",1.0000000910915627,335.8377197130258,-1.0
