index,rep,timestamp,pixel,pixel_thresh,fps,fps_thresh,energy,cores,free_cores
4,1,2024-12-03 11:37:56.576399,1000.0,1000,29.0,35,0,2.0,5
4,1,2024-12-03 11:38:01.966731,1000.0,1000,38.0,35,0,3.0,2.0
4,1,2024-12-03 11:38:06.972003,1000.0,1000,37.9,35,0,3.0,2.0
4,1,2024-12-03 11:38:11.977181,1000.0,1000,35.785714285714285,35,0,3.0,2.0
4,1,2024-12-03 11:38:16.982407,1000.0,1000,39.45,35,0,3.0,2.0
4,1,2024-12-03 11:38:22.237454,1000.0,1000,33.2,35,0,2.0,3.0
4,1,2024-12-03 11:38:27.573441,1000.0,1000,43.0,35,0,3.0,2.0
4,1,2024-12-03 11:38:32.725690,1000.0,1000,25.75,35,0,2.0,3.0
4,1,2024-12-03 11:38:37.915831,1000.0,1000,39.6,35,0,3.0,2.0
4,1,2024-12-03 11:38:43.640627,1000.0,1000,31.0,35,0,2.0,3.0
4,1,2024-12-03 11:38:46.903581,1000.0,1000,40.0,32,0,3.0,2
4,1,2024-12-03 11:38:52.275410,1000.0,1000,32.0,32,0,2.0,0.0
4,1,2024-12-03 11:38:57.280677,1000.0,1000,28.4,32,0,2.0,0.0
4,1,2024-12-03 11:39:02.285874,1000.0,1000,26.4,32,0,2.0,0.0
4,2,2024-12-03 11:39:07.289074,1000.0,1000,32.0,32,0,2.0,0.0
4,2,2024-12-03 11:39:12.293651,1000.0,1000,32.0,32,0,2.0,0.0
4,2,2024-12-03 11:39:17.297812,1000.0,1000,32.0,32,0,2.0,0.0
4,2,2024-12-03 11:39:22.303226,1000.0,1000,30.0,32,0,2.0,0.0
4,2,2024-12-03 11:39:27.308015,1000.0,1000,32.0,32,0,2.0,0.0
4,2,2024-12-03 11:39:32.312231,1000.0,1000,33.5,32,0,2.0,0.0
4,2,2024-12-03 11:39:37.330767,800.0,800,33.0,33,0,2.0,9
4,2,2024-12-03 11:39:42.335755,800.0,800,62.333333333333336,33,0,3.0,9
4,2,2024-12-03 11:39:47.551701,800.0,800,41.75,33,0,2.0,7.0
4,2,2024-12-03 11:39:52.785454,800.0,800,22.2,33,0,1.0,8.0
4,3,2024-12-03 11:39:58.103262,800.0,800,40.0,33,0,2.0,7.0
4,3,2024-12-03 11:40:03.280714,800.0,800,21.0,33,0,1.0,8.0
4,3,2024-12-03 11:40:08.649895,800.0,800,44.0,33,0,2.0,7.0
4,3,2024-12-03 11:40:13.928582,800.0,800,25.5,33,0,1.0,8.0
4,3,2024-12-03 11:40:19.208429,800.0,800,41.0,33,0,2.0,7.0
4,3,2024-12-03 11:40:24.526598,800.0,800,25.0,33,0,1.0,8.0
4,3,2024-12-03 11:40:27.519481,800.0,700,41.75,26,0,2.0,8
4,3,2024-12-03 11:40:32.718843,700.0,700,26.75,26,0,1.0,7.0
4,3,2024-12-03 11:40:37.723433,700.0,700,30.5,26,0,1.0,7.0
4,3,2024-12-03 11:40:42.733615,700.0,700,33.0,26,0,1.0,7.0
4,4,2024-12-03 11:40:47.744509,700.0,700,31.2,26,0,1.0,7.0
4,4,2024-12-03 11:40:52.757240,700.0,700,32.5,26,0,1.0,7.0
4,4,2024-12-03 11:40:57.760481,700.0,700,31.2,26,0,1.0,7.0
4,4,2024-12-03 11:41:02.763513,700.0,700,32.0,26,0,1.0,7.0
4,4,2024-12-03 11:41:07.766874,700.0,700,31.4,26,0,1.0,7.0
4,4,2024-12-03 11:41:12.770440,700.0,700,30.4,26,0,1.0,7.0
4,4,2024-12-03 11:41:17.832253,700.0,900,27.0,34,0,1.0,6
4,4,2024-12-03 11:41:23.136132,900.0,900,23.25,34,0,2.0,4.0
4,4,2024-12-03 11:41:28.463294,900.0,900,47.8,34,0,3.0,3.0
4,4,2024-12-03 11:41:33.763776,900.0,900,33.0,34,0,2.0,4.0
4,5,2024-12-03 11:41:39.169612,900.0,900,33.2,34,0,3.0,3.0
4,5,2024-12-03 11:41:44.424028,900.0,900,51.4,34,0,4.0,2.0
4,5,2024-12-03 11:41:49.593386,900.0,900,38.4,34,0,3.0,3.0
4,5,2024-12-03 11:41:54.814468,900.0,900,38.8,34,0,2.0,4.0
4,5,2024-12-03 11:42:00.126250,900.0,900,20.2,34,0,1.0,5.0
4,5,2024-12-03 11:42:05.513351,900.0,900,40.6,34,0,2.0,4.0
4,5,2024-12-03 11:42:08.410308,1000.0,1000,23.8,33,0,1.0,3
4,5,2024-12-03 11:42:13.641225,1000.0,1000,31.25,33,0,2.0,1.0
