Timestamp,CPU_Usage_Percent
2025-07-27 10:19:54,25.7
2025-07-27 10:19:55,25.4
2025-07-27 10:19:56,18.1
2025-07-27 10:19:58,28.7
2025-07-27 10:19:59,24.2
2025-07-27 10:20:00,21.7
2025-07-27 10:20:01,22.6
2025-07-27 10:20:03,23.6
2025-07-27 10:20:04,22.5
2025-07-27 10:20:05,31.4
2025-07-27 10:20:06,18.8
2025-07-27 10:20:07,15.4
2025-07-27 10:20:09,25.7
2025-07-27 10:20:10,24.9
2025-07-27 10:20:11,26.5
2025-07-27 10:20:12,19.3
2025-07-27 10:20:14,26.8
2025-07-27 10:20:15,24.2
2025-07-27 10:20:16,22.6
2025-07-27 10:20:17,17.3
2025-07-27 10:20:19,23.6
2025-07-27 10:20:20,22.3
2025-07-27 10:20:21,28.1
2025-07-27 10:20:22,21.6
2025-07-27 10:20:23,14.7
2025-07-27 10:20:25,31.9
2025-07-27 10:20:26,25.1
2025-07-27 10:20:27,25.3
2025-07-27 10:20:28,23.1
2025-07-27 10:20:30,26.1
2025-07-27 10:20:31,21.7
2025-07-27 10:20:32,26.4
2025-07-27 10:20:33,16.6
2025-07-27 10:20:35,23.2
2025-07-27 10:20:36,21.1
2025-07-27 10:20:37,22.7
2025-07-27 10:20:38,20.3
2025-07-27 10:20:39,16.5
2025-07-27 10:20:41,23.8
2025-07-27 10:20:42,25.6
2025-07-27 10:20:43,24.5
2025-07-27 10:20:44,22.9
2025-07-27 10:20:46,27.4
2025-07-27 10:20:47,22.8
2025-07-27 10:20:48,31.9
2025-07-27 10:20:49,17.3
2025-07-27 10:20:51,22.1
2025-07-27 10:20:52,29.3
2025-07-27 10:20:53,23.1
2025-07-27 10:20:54,21.4
2025-07-27 10:20:55,14.7
2025-07-27 10:20:57,24.1
2025-07-27 10:20:58,25.8
2025-07-27 10:20:59,24.1
2025-07-27 10:21:00,18.7
2025-07-27 10:21:02,24.8
2025-07-27 10:21:03,21.3
2025-07-27 10:21:04,27.7
2025-07-27 10:21:05,15.4
2025-07-27 10:21:07,21.6
2025-07-27 10:21:08,31.5
2025-07-27 10:21:09,23.4
2025-07-27 10:21:10,19.6
2025-07-27 10:21:12,22.8
2025-07-27 10:21:13,25.6
2025-07-27 10:21:14,24.4
2025-07-27 10:21:15,30.7
2025-07-27 10:21:16,18.1
2025-07-27 10:21:18,26.2
2025-07-27 10:21:19,20.7
2025-07-27 10:21:20,23.1
2025-07-27 10:21:21,14.8
2025-07-27 10:21:23,21.7
2025-07-27 10:21:24,22.8
2025-07-27 10:21:25,24.0
2025-07-27 10:21:26,18.4
2025-07-27 10:21:28,15.1
2025-07-27 10:21:29,26.3
2025-07-27 10:21:30,24.7
2025-07-27 10:21:31,30.3
2025-07-27 10:21:32,15.5
2025-07-27 10:21:34,25.6
2025-07-27 10:21:35,27.2
2025-07-27 10:21:36,23.8
2025-07-27 10:21:37,14.3
2025-07-27 10:21:39,30.9
2025-07-27 10:21:40,23.2
2025-07-27 10:21:41,21.5
2025-07-27 10:21:42,27.7
2025-07-27 10:21:44,15.8
2025-07-27 10:21:45,26.3
2025-07-27 10:21:46,32.5
2025-07-27 10:21:47,26.0
2025-07-27 10:21:48,14.7
2025-07-27 10:21:50,28.0
2025-07-27 10:21:51,23.4
2025-07-27 10:21:52,22.7
2025-07-27 10:21:53,14.0
2025-07-27 10:21:55,22.6
2025-07-27 10:21:56,24.6
2025-07-27 10:21:57,22.1
2025-07-27 10:21:58,19.4
2025-07-27 10:22:00,16.5
2025-07-27 10:22:01,25.3
2025-07-27 10:22:02,30.3
2025-07-27 10:22:03,24.5
2025-07-27 10:22:04,14.9
2025-07-27 10:22:06,32.3
2025-07-27 10:22:07,22.8
2025-07-27 10:22:08,22.1
2025-07-27 10:22:09,25.4
2025-07-27 10:22:11,22.7
2025-07-27 10:22:12,22.8
2025-07-27 10:22:13,26.6
2025-07-27 10:22:14,21.0
2025-07-27 10:22:16,18.1
2025-07-27 10:22:17,30.7
2025-07-27 10:22:18,25.4
2025-07-27 10:22:19,24.1
2025-07-27 10:22:20,16.5
2025-07-27 10:22:22,24.6
2025-07-27 10:22:23,23.9
2025-07-27 10:22:24,23.2
2025-07-27 10:22:25,15.4
2025-07-27 10:22:27,22.9
2025-07-27 10:22:28,21.5
2025-07-27 10:22:29,24.8
2025-07-27 10:22:30,21.4
2025-07-27 10:22:32,18.5
2025-07-27 10:22:33,32.1
2025-07-27 10:22:34,24.3
2025-07-27 10:22:35,21.9
2025-07-27 10:22:37,24.1
