Timestamp,CPU_Usage_Percent
2025-07-27 10:12:17,17.9
2025-07-27 10:12:18,27.6
2025-07-27 10:12:20,25.7
2025-07-27 10:12:21,26.1
2025-07-27 10:12:22,15.8
2025-07-27 10:12:23,23.1
2025-07-27 10:12:25,23.2
2025-07-27 10:12:26,23.6
2025-07-27 10:12:27,14.7
2025-07-27 10:12:28,28.2
2025-07-27 10:12:29,23.2
2025-07-27 10:12:31,21.7
2025-07-27 10:12:32,18.0
2025-07-27 10:12:33,22.1
2025-07-27 10:12:34,24.9
2025-07-27 10:12:36,27.8
2025-07-27 10:12:37,22.8
2025-07-27 10:12:38,14.7
2025-07-27 10:12:39,26.5
2025-07-27 10:12:41,23.5
2025-07-27 10:12:42,22.4
2025-07-27 10:12:43,23.9
2025-07-27 10:12:44,28.4
2025-07-27 10:12:45,20.9
2025-07-27 10:12:47,29.0
2025-07-27 10:12:48,16.9
2025-07-27 10:12:49,22.4
2025-07-27 10:12:50,29.5
2025-07-27 10:12:52,27.2
2025-07-27 10:12:53,19.5
2025-07-27 10:12:54,16.2
2025-07-27 10:12:55,24.3
2025-07-27 10:12:57,24.1
2025-07-27 10:12:58,21.4
2025-07-27 10:12:59,15.0
2025-07-27 10:13:00,26.6
2025-07-27 10:13:01,24.0
2025-07-27 10:13:03,27.4
2025-07-27 10:13:04,18.2
2025-07-27 10:13:05,22.1
2025-07-27 10:13:06,31.6
2025-07-27 10:13:08,25.7
2025-07-27 10:13:09,21.5
2025-07-27 10:13:10,23.3
2025-07-27 10:13:11,24.4
2025-07-27 10:13:13,24.9
2025-07-27 10:13:14,28.6
2025-07-27 10:13:15,13.9
2025-07-27 10:13:16,27.8
2025-07-27 10:13:17,22.0
2025-07-27 10:13:19,24.6
2025-07-27 10:13:20,23.7
2025-07-27 10:13:21,28.9
2025-07-27 10:13:22,27.1
2025-07-27 10:13:24,24.5
2025-07-27 10:13:25,21.8
2025-07-27 10:13:26,18.6
2025-07-27 10:13:27,23.7
2025-07-27 10:13:29,22.3
2025-07-27 10:13:30,26.4
2025-07-27 10:13:31,14.4
2025-07-27 10:13:32,26.8
2025-07-27 10:13:34,31.9
2025-07-27 10:13:35,25.8
2025-07-27 10:13:36,19.9
2025-07-27 10:13:37,29.0
2025-07-27 10:13:38,26.7
2025-07-27 10:13:40,23.4
2025-07-27 10:13:41,26.4
2025-07-27 10:13:42,14.7
2025-07-27 10:13:43,23.9
2025-07-27 10:13:45,22.0
2025-07-27 10:13:46,24.0
2025-07-27 10:13:47,14.6
2025-07-27 10:13:48,26.6
2025-07-27 10:13:50,26.6
2025-07-27 10:13:51,27.3
2025-07-27 10:13:52,18.5
2025-07-27 10:13:53,28.2
2025-07-27 10:13:54,25.8
2025-07-27 10:13:56,21.6
2025-07-27 10:13:57,30.9
2025-07-27 10:13:58,14.8
2025-07-27 10:13:59,22.2
2025-07-27 10:14:01,28.9
2025-07-27 10:14:02,23.6
