Timestamp,CPU_Usage_Percent
2025-07-27 10:15:52,24.1
2025-07-27 10:15:53,22.1
2025-07-27 10:15:54,18.4
2025-07-27 10:15:55,22.6
2025-07-27 10:15:57,22.1
2025-07-27 10:15:58,31.6
2025-07-27 10:15:59,21.0
2025-07-27 10:16:00,14.7
2025-07-27 10:16:02,30.9
2025-07-27 10:16:03,24.8
2025-07-27 10:16:04,25.5
2025-07-27 10:16:05,22.7
2025-07-27 10:16:06,25.7
2025-07-27 10:16:08,23.1
2025-07-27 10:16:09,26.5
2025-07-27 10:16:10,19.9
2025-07-27 10:16:11,22.3
2025-07-27 10:16:13,22.0
2025-07-27 10:16:14,24.0
2025-07-27 10:16:15,20.7
2025-07-27 10:16:16,14.4
2025-07-27 10:16:18,25.2
2025-07-27 10:16:19,27.0
2025-07-27 10:16:20,24.7
2025-07-27 10:16:21,18.6
2025-07-27 10:16:22,24.4
2025-07-27 10:16:24,21.9
2025-07-27 10:16:25,24.5
2025-07-27 10:16:26,17.7
2025-07-27 10:16:27,21.1
2025-07-27 10:16:29,33.5
2025-07-27 10:16:30,23.8
2025-07-27 10:16:31,19.5
2025-07-27 10:16:32,23.3
2025-07-27 10:16:34,24.4
2025-07-27 10:16:35,25.1
2025-07-27 10:16:36,31.2
2025-07-27 10:16:37,17.0
2025-07-27 10:16:38,25.7
2025-07-27 10:16:40,23.9
2025-07-27 10:16:41,23.2
2025-07-27 10:16:42,14.8
2025-07-27 10:16:43,22.0
2025-07-27 10:16:45,23.7
2025-07-27 10:16:46,23.2
2025-07-27 10:16:47,18.8
2025-07-27 10:16:48,17.0
2025-07-27 10:16:50,25.5
2025-07-27 10:16:51,26.3
2025-07-27 10:16:52,34.9
2025-07-27 10:16:53,19.2
2025-07-27 10:16:54,26.8
2025-07-27 10:16:56,30.6
2025-07-27 10:16:57,23.2
2025-07-27 10:16:58,14.6
2025-07-27 10:16:59,27.0
2025-07-27 10:17:01,23.1
2025-07-27 10:17:02,23.6
2025-07-27 10:17:03,21.3
2025-07-27 10:17:04,14.5
2025-07-27 10:17:06,26.9
2025-07-27 10:17:07,25.7
2025-07-27 10:17:08,28.3
2025-07-27 10:17:09,16.2
2025-07-27 10:17:10,25.4
2025-07-27 10:17:12,25.3
2025-07-27 10:17:13,23.8
2025-07-27 10:17:14,14.6
2025-07-27 10:17:15,26.5
2025-07-27 10:17:17,22.5
2025-07-27 10:17:18,22.1
2025-07-27 10:17:19,28.0
2025-07-27 10:17:20,16.8
2025-07-27 10:17:22,25.8
2025-07-27 10:17:23,30.6
2025-07-27 10:17:24,25.1
2025-07-27 10:17:25,14.7
2025-07-27 10:17:26,25.1
2025-07-27 10:17:28,24.6
2025-07-27 10:17:29,25.5
2025-07-27 10:17:30,14.4
2025-07-27 10:17:31,21.9
2025-07-27 10:17:33,24.4
2025-07-27 10:17:34,22.0
2025-07-27 10:17:35,22.9
2025-07-27 10:17:36,17.7
2025-07-27 10:17:38,24.8
2025-07-27 10:17:39,33.3
2025-07-27 10:17:40,24.7
2025-07-27 10:17:41,14.8
2025-07-27 10:17:43,28.6
2025-07-27 10:17:44,22.5
2025-07-27 10:17:45,21.8
2025-07-27 10:17:46,24.9
2025-07-27 10:17:47,21.8
2025-07-27 10:17:49,22.7
2025-07-27 10:17:50,28.6
2025-07-27 10:17:51,21.7
2025-07-27 10:17:52,18.1
2025-07-27 10:17:54,29.9
2025-07-27 10:17:55,26.8
2025-07-27 10:17:56,22.9
2025-07-27 10:17:57,15.0
2025-07-27 10:17:59,24.5
2025-07-27 10:18:00,23.5
2025-07-27 10:18:01,22.1
2025-07-27 10:18:02,15.4
2025-07-27 10:18:03,22.9
2025-07-27 10:18:05,22.4
2025-07-27 10:18:06,26.2
2025-07-27 10:18:07,24.4
2025-07-27 10:18:08,17.0
2025-07-27 10:18:10,34.2
2025-07-27 10:18:11,24.9
2025-07-27 10:18:12,22.8
2025-07-27 10:18:13,21.4
2025-07-27 10:18:15,24.1
2025-07-27 10:18:16,23.7
2025-07-27 10:18:17,23.7
2025-07-27 10:18:18,16.5
2025-07-27 10:18:19,22.9
2025-07-27 10:18:21,22.6
2025-07-27 10:18:22,25.2
2025-07-27 10:18:23,22.2
2025-07-27 10:18:24,18.4
2025-07-27 10:18:26,26.4
2025-07-27 10:18:27,25.2
2025-07-27 10:18:28,21.3
2025-07-27 10:18:29,21.6
2025-07-27 10:18:31,24.3
2025-07-27 10:18:32,22.1
2025-07-27 10:18:33,30.3
2025-07-27 10:18:34,17.7
2025-07-27 10:18:35,21.9
2025-07-27 10:18:37,22.8
2025-07-27 10:18:38,25.8
2025-07-27 10:18:39,25.9
2025-07-27 10:18:40,17.9
2025-07-27 10:18:42,26.5
2025-07-27 10:18:43,24.1
2025-07-27 10:18:44,22.9
2025-07-27 10:18:45,14.7
2025-07-27 10:18:47,24.9
2025-07-27 10:18:48,20.7
2025-07-27 10:18:49,27.3
2025-07-27 10:18:50,15.4
2025-07-27 10:18:51,22.3
2025-07-27 10:18:53,30.3
2025-07-27 10:18:54,25.3
2025-07-27 10:18:55,23.5
2025-07-27 10:18:56,27.0
2025-07-27 10:18:58,25.4
2025-07-27 10:18:59,29.2
2025-07-27 10:19:00,28.3
2025-07-27 10:19:01,14.3
2025-07-27 10:19:03,26.3
2025-07-27 10:19:04,24.5
2025-07-27 10:19:05,22.8
2025-07-27 10:19:06,14.0
2025-07-27 10:19:07,21.7
2025-07-27 10:19:09,26.5
2025-07-27 10:19:10,24.9
2025-07-27 10:19:11,23.7
2025-07-27 10:19:12,17.5
2025-07-27 10:19:14,26.1
2025-07-27 10:19:15,20.7
2025-07-27 10:19:16,28.8
2025-07-27 10:19:17,14.3
2025-07-27 10:19:19,25.9
2025-07-27 10:19:20,31.6
2025-07-27 10:19:21,23.6
2025-07-27 10:19:22,14.7
2025-07-27 10:19:24,32.5
2025-07-27 10:19:25,25.4
2025-07-27 10:19:26,25.6
2025-07-27 10:19:27,28.8
2025-07-27 10:19:28,15.9
2025-07-27 10:19:30,23.5
