timestamp,FullStateDQN_qr,FullStateDQN_cv,action_qr,action_cv,reward,efe,info_gain,pragmatic_value
2025-06-04T18:04:43.271319,"FullStateDQN(data_quality=300, data_quality_target=900, throughput=100, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=224, data_quality_target=288, throughput=9, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.5353769649332105,-10.58481337470125,7.049255629002014,-17.634069003703264
2025-06-04T18:04:52.447796,"FullStateDQN(data_quality=400, data_quality_target=900, throughput=98, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=256, data_quality_target=288, throughput=8, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.6768379598721648,-12.161792709803034,5.478912151049628,-17.64070486085266
2025-06-04T18:05:02.011265,"FullStateDQN(data_quality=500, data_quality_target=900, throughput=84, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=288, data_quality_target=288, throughput=6, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.7968711350373643,-12.088428592345998,5.678213137859299,-17.766641730205297
2025-06-04T18:05:12.156147,"FullStateDQN(data_quality=600, data_quality_target=900, throughput=73, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=5, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.8937897418142864,-12.205360636061792,5.768011863374264,-17.973372499436056
2025-06-04T18:05:22.653919,"FullStateDQN(data_quality=700, data_quality_target=900, throughput=58, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=5, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.8661005751476196,-12.230748442438884,5.812936556997194,-18.043684999436078
2025-06-04T18:05:33.507607,"FullStateDQN(data_quality=800, data_quality_target=900, throughput=52, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=6, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.8822934084809533,-12.230442461406703,5.832651880694588,-18.06309434210129
2025-06-04T18:05:44.470659,"FullStateDQN(data_quality=900, data_quality_target=900, throughput=37, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=5, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.7638792418142863,-12.230722585838517,5.832622549369184,-18.0633451352077
2025-06-04T18:05:55.440940,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=35, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=5, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.745449908480953,-12.230714947474988,5.832647042556504,-18.063361990031492
2025-06-04T18:06:06.458171,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=31, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=5, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.7100952418142863,-12.230699584514968,5.832643604233342,-18.06334318874831
2025-06-04T18:06:17.462405,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=30, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=6, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.7016165751476198,-12.230703342933122,5.832642862254313,-18.063346205187436
2025-06-04T18:06:28.502049,"FullStateDQN(data_quality=1000, data_quality_target=900, throughput=28, throughput_target=100, model_size=1, model_size_target=1, cores=3, free_cores=2, bounds={'data_quality': {'min': 100, 'max': 1000}, 'cores': {'min': 1, 'max': 8}})","FullStateDQN(data_quality=320, data_quality_target=288, throughput=5, throughput_target=5, model_size=1, model_size_target=4, cores=3, free_cores=2, bounds={'model_size': {'min': 1, 'max': 5}, 'data_quality': {'min': 128, 'max': 320}, 'cores': {'min': 1, 'max': 8}})",INC_DATA_QUALITY,INC_DATA_QUALITY,1.6851472418142863,-12.23070346563986,5.832643230029117,-18.063346695668976
