timestamp,fps,pixel,cores
2024-11-25 16:22:46.715369,31.0,1200.0,2.0
2024-11-25 16:22:46.715369,29.8,1200.0,2.0
2024-11-25 16:22:46.715369,27.833333333333332,1200.0,2.0
2024-11-25 16:22:46.715369,28.166666666666668,1200.0,2.0
2024-11-25 16:22:46.715369,24.833333333333332,1200.0,2.0
2024-11-25 16:22:46.715369,28.666666666666668,1600.0,2.0
2024-11-25 16:22:46.715369,22.5,1600.0,2.0
2024-11-25 16:22:46.715369,21.5,1600.0,2.0
2024-11-25 16:22:46.715369,23.666666666666668,1600.0,2.0
2024-11-25 16:22:46.715369,24.0,1600.0,2.0
2024-11-25 16:22:46.715369,25.833333333333332,1600.0,2.0
2024-11-25 16:22:46.715369,28.166666666666668,1600.0,2.0
2024-11-25 16:22:46.715369,25.333333333333332,1600.0,2.0
2024-11-25 16:22:46.715369,24.833333333333332,1600.0,2.0
2024-11-25 16:22:46.715369,8,800,2
2024-11-25 16:22:47.016728,16,800,2
2024-11-25 16:22:47.415472,24,800,2
2024-11-25 16:22:47.749749,24,800,2
2024-11-25 16:22:48.002536,25,800,2
2024-11-25 16:22:48.257461,28,800,2
2024-11-25 16:22:48.448457,32,800,2
2024-11-25 16:22:48.702979,33,800,2
2024-11-25 16:22:48.959259,33,800,2
2024-11-25 16:22:49.268699,32,800,2
2024-11-25 16:22:49.538830,30,800,2
2024-11-25 16:22:49.823502,32,800,2
2024-11-25 16:22:50.109724,31,800,2
2024-11-25 16:22:50.330680,32,800,2
2024-11-25 16:22:50.661438,31,800,2
2024-11-25 16:22:51.185390,22,800,2
2024-11-25 16:22:51.453918,24,800,2
2024-11-25 16:22:51.707411,24,800,2
2024-11-25 16:22:51.882814,32,800,2
2024-11-25 16:22:52.199355,32,800,2
2024-11-25 16:22:52.436299,37,800,2
2024-11-25 16:22:52.722479,32,800,2
2024-11-25 16:22:52.910984,32,800,2
2024-11-25 16:22:53.225633,32,800,2
2024-11-25 16:22:53.524366,30,800,2
2024-11-25 16:22:53.790741,31,800,2
2024-11-25 16:22:54.091863,26,800,2
2024-11-25 16:22:54.362455,32,800,2
2024-11-25 16:22:54.598173,32,800,2
2024-11-25 16:22:54.899913,30,800,2
2024-11-25 16:22:55.153675,31,800,2
2024-11-25 16:22:55.408567,32,800,2
2024-11-25 16:22:55.695691,30,800,2
2024-11-25 16:22:55.899615,33,800,2
2024-11-25 16:22:56.104497,36,800,2
2024-11-25 16:22:56.499529,31,800,2
2024-11-25 16:22:56.863646,29,800,2
2024-11-25 16:22:57.224536,23,800,2
2024-11-25 16:22:57.493834,25,800,2
2024-11-25 16:22:57.763132,29,800,2
2024-11-25 16:22:58.030135,30,800,2
2024-11-25 16:22:58.345505,32,800,2
2024-11-25 16:22:58.502695,32,800,2
2024-11-25 16:22:58.848629,32,800,2
2024-11-25 16:22:59.166867,29,800,2
2024-11-25 16:22:59.692524,21,800,2
2024-11-25 16:22:59.964097,24,800,2
2024-11-25 16:23:00.185203,24,800,2
2024-11-25 16:23:00.488280,30,800,2
2024-11-25 16:23:00.708905,32,800,2
2024-11-25 16:23:00.948697,33,800,2
2024-11-25 16:23:01.315522,29,800,2
2024-11-25 16:23:01.537669,32,800,2
2024-11-25 16:23:01.837678,31,800,2
2024-11-25 16:23:02.187873,27,800,2
2024-11-25 16:23:02.459041,30,800,2
2024-11-25 16:23:02.745393,28,800,2
2024-11-25 16:23:03.103888,26,800,2
2024-11-25 16:23:03.406011,26,800,2
2024-11-25 16:23:03.675160,27,800,2
2024-11-25 16:23:04.198355,24,800,2
2024-11-25 16:23:04.531109,24,800,2
2024-11-25 16:23:04.754358,24,800,2
2024-11-25 16:23:05.009268,30,800,2
2024-11-25 16:23:05.391465,28,800,2
2024-11-25 16:23:05.565381,32,800,2
2024-11-25 16:23:05.880880,30,800,2
2024-11-25 16:23:06.092175,32,800,2
2024-11-25 16:23:06.314882,35,800,2
2024-11-25 16:23:06.730784,29,800,2
2024-11-25 16:23:06.947026,32,800,2
2024-11-25 16:23:07.250260,31,800,2
2024-11-25 16:23:07.534772,27,800,2
2024-11-25 16:23:07.757849,32,800,2
2024-11-25 16:23:07.997845,32,800,2
2024-11-25 16:23:08.314399,31,800,2
2024-11-25 16:23:08.583012,32,800,2
2024-11-25 16:23:08.855228,28,800,2
2024-11-25 16:23:09.187296,32,800,2
2024-11-25 16:23:09.438464,31,800,2
2024-11-25 16:23:09.753851,32,800,2
2024-11-25 16:23:09.993079,30,800,2
2024-11-25 16:23:10.281189,31,800,2
2024-11-25 16:23:10.566942,30,800,2
2024-11-25 16:23:10.820602,32,800,2
2024-11-25 16:23:11.120404,30,800,2
2024-11-25 16:23:11.420728,29,800,2
2024-11-25 16:23:11.594796,32,800,2
2024-11-25 16:23:11.882425,32,800,2
2024-11-25 16:23:12.186619,32,800,2
2024-11-25 16:23:12.631153,24,800,2
2024-11-25 16:23:12.933637,24,800,2
2024-11-25 16:23:13.330110,24,800,2
2024-11-25 16:23:13.552194,28,800,2
2024-11-25 16:23:13.853200,28,800,2
2024-11-25 16:23:14.043140,32,800,2
2024-11-25 16:23:14.342360,32,800,2
2024-11-25 16:23:14.595656,32,800,2
2024-11-25 16:23:14.866229,32,800,2
2024-11-25 16:23:15.228301,29,800,2
2024-11-25 16:23:15.464976,30,800,2
2024-11-25 16:23:15.782592,27,800,2
2024-11-25 16:23:16.102648,27,800,2
2024-11-25 16:23:16.453603,27,800,2
2024-11-25 16:23:16.739607,25,800,2
2024-11-25 16:23:17.100405,25,800,2
2024-11-25 16:23:17.258457,30,800,2
2024-11-25 16:23:17.496551,32,800,2
2024-11-25 16:23:17.702197,33,800,2
2024-11-25 16:23:17.829954,40,800,2
2024-11-25 16:23:17.973773,46,800,2
2024-11-25 16:23:18.069779,49,800,2
2024-11-25 16:23:18.243142,49,800,2
2024-11-25 16:23:18.323074,56,800,2
2024-11-25 16:23:18.513587,56,800,2
2024-11-25 16:23:18.704431,56,800,2
2024-11-25 16:23:18.892369,55,800,2
2024-11-25 16:23:19.106126,46,800,2
2024-11-25 16:23:19.293627,45,800,2
2024-11-25 16:23:19.436566,47,800,2
2024-11-25 16:23:19.723957,40,800,2
2024-11-25 16:23:19.895012,40,800,2
2024-11-25 16:23:20.179966,37,800,2
2024-11-25 16:23:20.401208,35,800,2
2024-11-25 16:23:20.639317,38,800,2
2024-11-25 16:23:20.783093,36,800,2
2024-11-25 16:23:20.953362,39,800,2
2024-11-25 16:23:21.143348,42,800,2
2024-11-25 16:23:21.411196,40,800,2
2024-11-25 16:23:21.599444,43,800,2
2024-11-25 16:23:21.803992,40,800,2
2024-11-25 16:23:22.066162,36,800,2
2024-11-25 16:23:22.223232,35,800,2
2024-11-25 16:23:22.461405,38,800,2
2024-11-25 16:23:22.746665,33,800,2
2024-11-25 16:23:23.339022,21,800,2
2024-11-25 16:23:23.561247,24,800,2
2024-11-25 16:23:23.815817,24,800,2
2024-11-25 16:23:24.178217,26,800,2
2024-11-25 16:23:24.497420,27,800,2
2024-11-25 16:23:24.768760,27,800,2
2024-11-25 16:23:24.948721,32,800,2
2024-11-25 16:23:25.200966,32,800,2
2024-11-25 16:23:25.501850,32,800,2
2024-11-25 16:23:25.693694,37,800,2
2024-11-25 16:23:26.010290,31,800,2
2024-11-25 16:23:26.373539,27,800,2
2024-11-25 16:23:26.690557,25,800,2
2024-11-25 16:23:26.961146,25,800,2
2024-11-25 16:23:27.184902,28,800,2
2024-11-25 16:23:27.690307,26,800,2
2024-11-25 16:23:27.929756,25,800,2
2024-11-25 16:23:28.166736,26,800,2
2024-11-25 16:23:28.513900,31,800,2
2024-11-25 16:23:28.767043,32,800,2
2024-11-25 16:23:29.046383,29,800,2
2024-11-25 16:23:29.254564,32,800,2
2024-11-25 16:23:29.510643,33,800,2
2024-11-25 16:23:29.796169,32,800,2
2024-11-25 16:23:30.050233,32,800,2
2024-11-25 16:23:30.289396,32,800,2
2024-11-25 16:23:30.537450,32,800,2
2024-11-25 16:23:30.718266,33,800,2
2024-11-25 16:23:31.011215,36,800,2
2024-11-25 16:23:31.218794,36,800,2
2024-11-25 16:23:31.631936,29,800,2
2024-11-25 16:23:31.950594,28,800,2
2024-11-25 16:23:32.380945,24,800,2
2024-11-25 16:23:32.700615,24,800,2
2024-11-25 16:23:32.938607,25,800,2
2024-11-25 16:23:33.208476,30,800,2
2024-11-25 16:23:33.622648,31,800,2
2024-11-25 16:23:33.908875,26,800,2
2024-11-25 16:23:34.257203,24,800,2
2024-11-25 16:23:34.543239,26,800,2
2024-11-25 16:23:34.941631,24,800,2
2024-11-25 16:23:35.195118,27,800,2
2024-11-25 16:23:35.493345,27,800,2
2024-11-25 16:23:35.821162,26,800,2
2024-11-25 16:23:36.108444,29,800,2
2024-11-25 16:23:36.618280,23,800,2
2024-11-25 16:23:36.886352,24,800,2
2024-11-25 16:23:37.172971,24,800,2
2024-11-25 16:23:37.442360,31,800,2
2024-11-25 16:23:37.711253,32,800,2
2024-11-25 16:23:37.886223,33,800,2
2024-11-25 16:23:38.092259,37,800,2
2024-11-25 16:23:38.427081,33,800,2
2024-11-25 16:23:38.694547,35,800,2
2024-11-25 16:23:38.997951,30,800,2
2024-11-25 16:23:39.141759,32,800,2
2024-11-25 16:23:39.444611,32,800,2
2024-11-25 16:23:39.715474,32,800,2
2024-11-25 16:23:40.001055,32,800,2
2024-11-25 16:23:40.239241,32,800,2
2024-11-25 16:23:40.744633,24,800,2
2024-11-25 16:23:40.937179,27,800,2
2024-11-25 16:23:41.177266,26,800,2
2024-11-25 16:23:41.418667,32,800,2
2024-11-25 16:23:41.674778,37,800,2
2024-11-25 16:23:42.038537,29,800,2
2024-11-25 16:23:42.228051,32,800,2
2024-11-25 16:23:42.431151,32,800,2
2024-11-25 16:23:42.667864,33,800,2
2024-11-25 16:23:42.906013,35,800,2
2024-11-25 16:23:43.191558,35,800,2
2024-11-25 16:23:43.477871,32,800,2
2024-11-25 16:23:43.874177,25,800,2
2024-11-25 16:23:44.112712,30,800,2
2024-11-25 16:23:44.352545,30,800,2
2024-11-25 16:23:44.896678,24,800,2
2024-11-25 16:23:45.182448,24,800,2
2024-11-25 16:23:45.517321,24,800,2
2024-11-25 16:23:45.788149,27,800,2
2024-11-25 16:23:46.041949,31,800,2
2024-11-25 16:23:46.312552,31,800,2
2024-11-25 16:23:46.580702,32,800,2
2024-11-25 16:23:46.848170,32,800,2
2024-11-25 16:23:47.230255,27,800,2
2024-11-25 16:23:47.483362,30,800,2
2024-11-25 16:23:47.747760,29,800,2
2024-11-25 16:23:48.032168,30,800,2
2024-11-25 16:23:48.223070,33,800,2
2024-11-25 16:23:48.444547,33,800,2
2024-11-25 16:23:48.745435,33,800,2
2024-11-25 16:23:49.253025,24,800,2
2024-11-25 16:23:49.535322,24,800,2
2024-11-25 16:23:49.848639,24,800,2
2024-11-25 16:23:50.050412,30,800,2
2024-11-25 16:23:50.274420,32,800,2
2024-11-25 16:23:50.558158,32,800,2
2024-11-25 16:23:50.812860,35,800,2
2024-11-25 16:23:51.043279,34,800,2
2024-11-25 16:23:51.203449,37,800,2
2024-11-25 16:23:51.522873,35,800,2
2024-11-25 16:23:51.761401,34,800,2
2024-11-25 16:23:52.056236,32,800,2
2024-11-25 16:23:52.436642,30,800,2
2024-11-25 16:23:52.660705,31,800,2
2024-11-25 16:23:52.995162,25,800,2
2024-11-25 16:23:53.549684,21,800,2
2024-11-25 16:23:53.723693,24,800,2
2024-11-25 16:23:54.074225,24,800,2
2024-11-25 16:23:54.403938,28,800,2
2024-11-25 16:23:54.700656,27,800,2
2024-11-25 16:23:54.954151,26,800,2
2024-11-25 16:23:55.177952,32,800,2
2024-11-25 16:23:55.541439,32,800,2
2024-11-25 16:23:55.842812,30,800,2
2024-11-25 16:23:56.097747,31,800,2
2024-11-25 16:23:56.431095,27,800,2
2024-11-25 16:23:56.733167,28,800,2
2024-11-25 16:23:57.051810,26,800,2
2024-11-25 16:23:57.259416,27,800,2
2024-11-25 16:23:57.632785,26,800,2
2024-11-25 16:23:58.045135,25,800,2
2024-11-25 16:23:58.263310,24,800,2
2024-11-25 16:23:58.496548,28,800,2
2024-11-25 16:23:58.833010,32,800,2
2024-11-25 16:23:59.055695,32,800,2
2024-11-25 16:23:59.355506,29,800,2
2024-11-25 16:23:59.609065,31,800,2
2024-11-25 16:23:59.940420,32,800,2
2024-11-25 16:24:00.273049,29,800,2
2024-11-25 16:24:00.477607,31,800,2
2024-11-25 16:24:00.746907,32,800,2
2024-11-25 16:24:01.032331,31,800,2
2024-11-25 16:24:01.298688,32,800,2
2024-11-25 16:24:01.627787,31,800,2
2024-11-25 16:24:01.973006,26,800,2
2024-11-25 16:24:02.414502,24,800,2
2024-11-25 16:24:02.749805,24,800,2
2024-11-25 16:24:03.037855,24,800,2
2024-11-25 16:24:03.257739,28,800,2
2024-11-25 16:24:03.492719,32,800,2
2024-11-25 16:24:03.732622,33,800,2
2024-11-25 16:24:04.004150,33,800,2
2024-11-25 16:24:04.291589,32,800,2
2024-11-25 16:24:04.529238,32,800,2
2024-11-25 16:24:04.751652,32,800,2
2024-11-25 16:24:05.048811,32,800,2
2024-11-25 16:24:05.301212,32,800,2
2024-11-25 16:24:05.631492,32,800,2
2024-11-25 16:24:05.932706,27,800,2
2024-11-25 16:24:06.079291,32,800,2
2024-11-25 16:24:06.535632,27,800,2
2024-11-25 16:24:06.875402,25,800,2
2024-11-25 16:24:07.162732,24,800,2
2024-11-25 16:24:07.413899,28,800,2
2024-11-25 16:24:07.729317,29,800,2
2024-11-25 16:24:08.077552,26,800,2
2024-11-25 16:24:08.313677,27,800,2
2024-11-25 16:24:08.583350,28,800,2
2024-11-25 16:24:08.887213,29,800,2
2024-11-25 16:24:09.204525,31,800,2
2024-11-25 16:24:09.378096,32,800,2
2024-11-25 16:24:09.777051,28,800,2
2024-11-25 16:24:09.963478,32,800,2
2024-11-25 16:24:10.249825,32,800,2
2024-11-25 16:24:10.520480,32,800,2
2024-11-25 16:24:10.917366,27,800,2
2024-11-25 16:24:11.267561,24,800,2
2024-11-25 16:24:11.474940,25,800,2
2024-11-25 16:24:11.679041,32,800,2
2024-11-25 16:24:11.978299,32,800,2
2024-11-25 16:24:12.329892,32,800,2
2024-11-25 16:24:12.613629,29,800,2
2024-11-25 16:24:12.898159,26,800,2
2024-11-25 16:24:13.277568,26,800,2
2024-11-25 16:24:13.561992,26,800,2
2024-11-25 16:24:14.013604,22,800,2
2024-11-25 16:24:14.364549,24,800,2
2024-11-25 16:24:14.635605,24,800,2
2024-11-25 16:24:14.970237,25,800,2
2024-11-25 16:24:15.317308,25,800,2
2024-11-25 16:24:15.732087,24,800,2
2024-11-25 16:24:16.069140,22,800,2
2024-11-25 16:24:16.386702,24,800,2
2024-11-25 16:24:16.654189,25,800,2
2024-11-25 16:24:17.049625,25,800,2
2024-11-25 16:24:17.305298,27,800,2
2024-11-25 16:24:17.543131,30,800,2
2024-11-25 16:24:17.765512,31,800,2
2024-11-25 16:24:18.112515,32,800,2
2024-11-25 16:24:18.319666,32,800,2
2024-11-25 16:24:18.492198,35,800,2
2024-11-25 16:24:18.747070,33,800,2
2024-11-25 16:24:19.094793,33,800,2
2024-11-25 16:24:19.331059,32,800,2
2024-11-25 16:24:19.520789,32,800,2
2024-11-25 16:24:20.008022,27,800,2
2024-11-25 16:24:20.277958,26,800,2
2024-11-25 16:24:20.689677,24,800,2
2024-11-25 16:24:20.968930,26,800,2
2024-11-25 16:24:21.297465,24,800,2
2024-11-25 16:24:21.564587,27,800,2
2024-11-25 16:24:21.817168,32,800,2
2024-11-25 16:24:22.104163,31,800,2
2024-11-25 16:24:22.359133,32,800,2
2024-11-25 16:24:22.579787,32,800,2
2024-11-25 16:24:22.927234,32,800,2
2024-11-25 16:24:23.183240,32,800,2
2024-11-25 16:24:23.437467,32,800,2
2024-11-25 16:24:23.814599,29,800,2
2024-11-25 16:24:24.165182,27,800,2
2024-11-25 16:24:24.561902,24,800,2
2024-11-25 16:24:24.783017,25,800,2
2024-11-25 16:24:25.102353,26,800,2
2024-11-25 16:24:25.386720,31,800,2
2024-11-25 16:24:25.625244,32,800,2
2024-11-25 16:24:25.957676,30,800,2
2024-11-25 16:24:26.195995,31,800,2
2024-11-25 16:24:26.530343,30,800,2
2024-11-25 16:24:26.818250,28,800,2
2024-11-25 16:24:27.087167,28,800,2
2024-11-25 16:24:27.356133,30,800,2
2024-11-25 16:24:27.578327,32,800,2
2024-11-25 16:24:27.945271,31,800,2
2024-11-25 16:24:28.292747,27,800,2
2024-11-25 16:24:28.608401,24,800,2
2024-11-25 16:24:29.067673,21,800,2
2024-11-25 16:24:29.336499,24,800,2
2024-11-25 16:24:29.623753,24,800,2
2024-11-25 16:24:29.956959,30,800,2
2024-11-25 16:24:30.243820,31,800,2
2024-11-25 16:24:30.559986,28,800,2
2024-11-25 16:24:30.826573,31,800,2
2024-11-25 16:24:31.176339,26,800,2
2024-11-25 16:24:31.509720,27,800,2
2024-11-25 16:24:31.762273,28,800,2
2024-11-25 16:24:32.000427,28,800,2
2024-11-25 16:24:32.254145,31,800,2
2024-11-25 16:24:32.633443,31,800,2
2024-11-25 16:24:32.967707,27,800,2
2024-11-25 16:24:33.316914,24,800,2
2024-11-25 16:24:33.777518,21,800,2
2024-11-25 16:24:34.078655,23,800,2
2024-11-25 16:24:34.362081,24,800,2
2024-11-25 16:24:34.647241,32,800,2
2024-11-25 16:24:34.774328,33,800,2
2024-11-25 16:24:34.917025,38,800,2
2024-11-25 16:24:35.092613,40,800,2
2024-11-25 16:24:35.347742,41,800,2
2024-11-25 16:24:35.520401,43,800,2
2024-11-25 16:24:35.677684,48,800,2
2024-11-25 16:24:35.884288,41,800,2
2024-11-25 16:24:36.089474,41,800,2
2024-11-25 16:24:36.326884,41,800,2
2024-11-25 16:24:36.596601,39,800,2
2024-11-25 16:24:36.769979,39,800,2
2024-11-25 16:24:37.053386,33,800,2
2024-11-25 16:24:37.244057,35,800,2
2024-11-25 16:24:37.432027,36,800,2
2024-11-25 16:24:37.684675,37,800,2
2024-11-25 16:24:37.987106,37,800,2
2024-11-25 16:24:38.241454,33,800,2
2024-11-25 16:24:38.383522,34,800,2
2024-11-25 16:24:38.620335,34,800,2
2024-11-25 16:24:38.746675,38,800,2
2024-11-25 16:24:38.950899,41,800,2
2024-11-25 16:24:39.141153,46,800,2
2024-11-25 16:24:39.317239,47,800,2
2024-11-25 16:24:39.539456,41,800,2
2024-11-25 16:24:39.729783,41,800,2
2024-11-25 16:24:39.934907,41,800,2
2024-11-25 16:24:40.283946,33,800,2
2024-11-25 16:24:40.491578,33,800,2
2024-11-25 16:24:40.762301,32,800,2
2024-11-25 16:24:41.044365,32,800,2
2024-11-25 16:24:41.357844,32,800,2
2024-11-25 16:24:41.595406,32,800,2
2024-11-25 16:24:41.864348,32,800,2
2024-11-25 16:24:42.216659,32,800,2
2024-11-25 16:24:42.485727,32,800,2
2024-11-25 16:24:42.867559,24,800,2
2024-11-25 16:24:43.199397,25,800,2
2024-11-25 16:24:43.543005,24,800,2
2024-11-25 16:24:43.827186,25,800,2
2024-11-25 16:24:44.221364,24,800,2
2024-11-25 16:24:44.348591,31,800,2
2024-11-25 16:24:44.700184,30,800,2
2024-11-25 16:24:44.905656,32,800,2
2024-11-25 16:24:45.197602,35,800,2
2024-11-25 16:24:45.513700,32,800,2
2024-11-25 16:24:45.816979,32,800,2
2024-11-25 16:24:46.116806,26,800,2
2024-11-25 16:24:46.323051,29,800,2
2024-11-25 16:24:46.574224,32,800,2
2024-11-25 16:24:46.844659,32,800,2
2024-11-25 16:24:47.195198,32,800,2
2024-11-25 16:24:47.412930,31,800,2
2024-11-25 16:24:47.618059,32,800,2
2024-11-25 16:24:47.951662,32,800,2
2024-11-25 16:24:48.317424,31,800,2
2024-11-25 16:24:48.490964,31,800,2
2024-11-25 16:24:48.937527,26,800,2
2024-11-25 16:24:49.191808,27,800,2
2024-11-25 16:24:49.489683,27,800,2
2024-11-25 16:24:49.794258,30,800,2
2024-11-25 16:24:50.109972,30,800,2
2024-11-25 16:24:50.299254,32,800,2
2024-11-25 16:24:50.648078,29,800,2
2024-11-25 16:24:50.964517,31,800,2
2024-11-25 16:24:51.236179,27,800,2
2024-11-25 16:24:51.394790,31,800,2
2024-11-25 16:24:51.648522,32,800,2
2024-11-25 16:24:51.950645,33,800,2
2024-11-25 16:24:52.313511,32,800,2
2024-11-25 16:24:52.583817,29,800,2
2024-11-25 16:24:53.023082,24,800,2
2024-11-25 16:24:53.498503,24,800,2
2024-11-25 16:24:53.738227,23,800,2
2024-11-25 16:24:53.992627,25,800,2
2024-11-25 16:24:54.230882,32,800,2
2024-11-25 16:24:54.467524,33,800,2
2024-11-25 16:24:54.739414,32,800,2
2024-11-25 16:24:55.006353,32,800,2
2024-11-25 16:24:55.196844,35,800,2
2024-11-25 16:24:55.449192,35,800,2
2024-11-25 16:24:55.765864,32,800,2
2024-11-25 16:24:56.053003,32,800,2
2024-11-25 16:24:56.306257,29,800,2
2024-11-25 16:24:56.560019,32,800,2
2024-11-25 16:24:56.829528,32,800,2
2024-11-25 16:24:57.021045,36,800,2
2024-11-25 16:24:57.431447,32,800,2
2024-11-25 16:24:57.653672,32,800,2
2024-11-25 16:24:57.950471,30,800,2
2024-11-25 16:24:58.172504,32,800,2
2024-11-25 16:24:58.442481,32,800,2
2024-11-25 16:24:58.648560,34,800,2
2024-11-25 16:24:58.980251,32,800,2
2024-11-25 16:24:59.171320,34,800,2
2024-11-25 16:24:59.379471,35,800,2
2024-11-25 16:24:59.745498,32,800,2
2024-11-25 16:24:59.979721,33,800,2
2024-11-25 16:25:00.184856,32,800,2
2024-11-25 16:25:00.488745,31,800,2
2024-11-25 16:25:00.742185,33,800,2
2024-11-25 16:25:00.948290,33,800,2
2024-11-25 16:25:01.343156,29,800,2
2024-11-25 16:25:01.707295,25,800,2
2024-11-25 16:25:01.971858,24,800,2
2024-11-25 16:25:02.209568,31,800,2
2024-11-25 16:25:02.415690,32,800,2
2024-11-25 16:25:02.651837,33,800,2
2024-11-25 16:25:03.022366,32,800,2
2024-11-25 16:25:03.210908,32,800,2
2024-11-25 16:25:03.510958,32,800,2
2024-11-25 16:25:03.891511,30,800,2
2024-11-25 16:25:04.126139,32,800,2
2024-11-25 16:25:04.315287,32,800,2
2024-11-25 16:25:04.697212,30,800,2
2024-11-25 16:25:04.919184,32,800,2
2024-11-25 16:25:05.238754,32,800,2
2024-11-25 16:25:05.714878,24,800,2
2024-11-25 16:25:05.889075,29,800,2
2024-11-25 16:25:06.253672,24,800,2
2024-11-25 16:25:06.539275,32,800,2
2024-11-25 16:25:06.903920,24,800,2
2024-11-25 16:25:07.123722,29,800,2
2024-11-25 16:25:07.345403,31,800,2
2024-11-25 16:25:07.580117,32,800,2
2024-11-25 16:25:07.815300,35,800,2
2024-11-25 16:25:08.100284,33,800,2
2024-11-25 16:25:08.494384,27,800,2
2024-11-25 16:25:08.778974,26,800,2
2024-11-25 16:25:08.973753,27,800,2
2024-11-25 16:25:09.292737,31,800,2
2024-11-25 16:25:09.609777,32,800,2
2024-11-25 16:25:10.141120,24,800,2
2024-11-25 16:25:10.361728,24,800,2
2024-11-25 16:25:10.615700,24,800,2
2024-11-25 16:25:10.869151,32,800,2
2024-11-25 16:25:11.175080,32,800,2
2024-11-25 16:25:11.477753,27,800,2
2024-11-25 16:25:11.682944,32,800,2
2024-11-25 16:25:11.947538,32,800,2
2024-11-25 16:25:12.218929,32,800,2
2024-11-25 16:25:12.569496,32,800,2
2024-11-25 16:25:12.744321,32,800,2
2024-11-25 16:25:12.981214,32,800,2
2024-11-25 16:25:13.174276,34,800,2
2024-11-25 16:25:13.508084,35,800,2
2024-11-25 16:25:13.838925,29,800,2
2024-11-25 16:25:14.251759,24,800,2
2024-11-25 16:25:14.521626,24,800,2
2024-11-25 16:25:14.839005,24,800,2
2024-11-25 16:25:15.045637,32,800,2
2024-11-25 16:25:15.389673,32,800,2
2024-11-25 16:25:15.692841,31,800,2
2024-11-25 16:25:16.044593,27,800,2
2024-11-25 16:25:16.250716,26,800,2
2024-11-25 16:25:16.505562,31,800,2
2024-11-25 16:25:16.696643,32,800,2
2024-11-25 16:25:16.965281,34,800,2
2024-11-25 16:25:17.187818,39,800,2
2024-11-25 16:25:17.409591,35,800,2
2024-11-25 16:25:17.698420,32,800,2
2024-11-25 16:25:18.033285,32,800,2
2024-11-25 16:25:18.351943,26,800,2
2024-11-25 16:25:18.605293,27,800,2
2024-11-25 16:25:18.956617,30,800,2
2024-11-25 16:25:19.180104,32,800,2
2024-11-25 16:25:19.480819,31,800,2
2024-11-25 16:25:19.813252,29,800,2
2024-11-25 16:25:20.058531,32,800,2
2024-11-25 16:25:20.314222,32,800,2
2024-11-25 16:25:20.505453,32,800,2
2024-11-25 16:25:20.821726,32,800,2
2024-11-25 16:25:21.202525,27,800,2
2024-11-25 16:25:21.552205,24,800,2
2024-11-25 16:25:21.743866,28,800,2
2024-11-25 16:25:21.946765,32,800,2
2024-11-25 16:25:22.166201,34,800,2
2024-11-25 16:25:22.624644,31,800,2
2024-11-25 16:25:22.867177,30,800,2
2024-11-25 16:25:23.137142,29,800,2
2024-11-25 16:25:23.454379,29,800,2
2024-11-25 16:25:23.711904,32,800,2
2024-11-25 16:25:23.978329,31,800,2
2024-11-25 16:25:24.200147,32,800,2
2024-11-25 16:25:24.502505,32,800,2
2024-11-25 16:25:24.771928,32,800,2
2024-11-25 16:25:25.123642,25,800,2
